country_name,country_group,group_type
Cape Verde,Sub-Saharan Africa (excluding high income),World Bank
Costa Rica,Latin America & Caribbean (excluding high income),World Bank
Cuba,Latin America & Caribbean (excluding high income),World Bank
Djibouti,Middle East & North Africa (excluding high income),World Bank
Dominica,Latin America & Caribbean (excluding high income),World Bank
Dominican Republic,Latin America & Caribbean (excluding high income),World Bank
Algeria,Middle East & North Africa (excluding high income),World Bank
Ecuador,Latin America & Caribbean (excluding high income),World Bank
Egypt,Middle East & North Africa (excluding high income),World Bank
Eritrea,Sub-Saharan Africa (excluding high income),World Bank
Ethiopia,Sub-Saharan Africa (excluding high income),World Bank
Fiji,East Asia & Pacific (excluding high income),World Bank
Micronesia (Federated States of),East Asia & Pacific (excluding high income),World Bank
Gabon,Sub-Saharan Africa (excluding high income),World Bank
Georgia,Europe & Central Asia (excluding high income),World Bank
Ghana,Sub-Saharan Africa (excluding high income),World Bank
Guinea,Sub-Saharan Africa (excluding high income),World Bank
Gambia,Sub-Saharan Africa (excluding high income),World Bank
Guinea-Bissau,Sub-Saharan Africa (excluding high income),World Bank
Equatorial Guinea,Sub-Saharan Africa (excluding high income),World Bank
Grenada,Latin America & Caribbean (excluding high income),World Bank
Guatemala,Latin America & Caribbean (excluding high income),World Bank
Guyana,Latin America & Caribbean (excluding high income),World Bank
Honduras,Latin America & Caribbean (excluding high income),World Bank
Haiti,Latin America & Caribbean (excluding high income),World Bank
Indonesia,East Asia & Pacific (excluding high income),World Bank
Iran,Middle East & North Africa (excluding high income),World Bank
Iraq,Middle East & North Africa (excluding high income),World Bank
Jamaica,Latin America & Caribbean (excluding high income),World Bank
Jordan,Middle East & North Africa (excluding high income),World Bank
Kazakhstan,Europe & Central Asia (excluding high income),World Bank
Kenya,Sub-Saharan Africa (excluding high income),World Bank
Kyrgyzstan,Europe & Central Asia (excluding high income),World Bank
Cambodia,East Asia & Pacific (excluding high income),World Bank
Kiribati,East Asia & Pacific (excluding high income),World Bank
Laos,East Asia & Pacific (excluding high income),World Bank
Lebanon,Middle East & North Africa (excluding high income),World Bank
Liberia,Sub-Saharan Africa (excluding high income),World Bank
Libya,Middle East & North Africa (excluding high income),World Bank
St. Lucia,Latin America & Caribbean (excluding high income),World Bank
Lesotho,Sub-Saharan Africa (excluding high income),World Bank
Morocco,Middle East & North Africa (excluding high income),World Bank
Moldova,Europe & Central Asia (excluding high income),World Bank
Madagascar,Sub-Saharan Africa (excluding high income),World Bank
Mexico,Latin America & Caribbean (excluding high income),World Bank
Marshall Islands,East Asia & Pacific (excluding high income),World Bank
North Macedonia,Europe & Central Asia (excluding high income),World Bank
Mali,Sub-Saharan Africa (excluding high income),World Bank
Myanmar (Burma),East Asia & Pacific (excluding high income),World Bank
Montenegro,Europe & Central Asia (excluding high income),World Bank
Mongolia,East Asia & Pacific (excluding high income),World Bank
Mozambique,Sub-Saharan Africa (excluding high income),World Bank
Mauritania,Sub-Saharan Africa (excluding high income),World Bank
Mauritius,Sub-Saharan Africa (excluding high income),World Bank
Malawi,Sub-Saharan Africa (excluding high income),World Bank
Malaysia,East Asia & Pacific (excluding high income),World Bank
Namibia,Sub-Saharan Africa (excluding high income),World Bank
Niger,Sub-Saharan Africa (excluding high income),World Bank
Nigeria,Sub-Saharan Africa (excluding high income),World Bank
Nicaragua,Latin America & Caribbean (excluding high income),World Bank
Panama,Latin America & Caribbean (excluding high income),World Bank
Peru,Latin America & Caribbean (excluding high income),World Bank
Philippines,East Asia & Pacific (excluding high income),World Bank
Papua New Guinea,East Asia & Pacific (excluding high income),World Bank
North Korea,East Asia & Pacific (excluding high income),World Bank
Paraguay,Latin America & Caribbean (excluding high income),World Bank
Palestinian Territories,Middle East & North Africa (excluding high income),World Bank
Romania,Europe & Central Asia (excluding high income),World Bank
Russia,Europe & Central Asia (excluding high income),World Bank
Rwanda,Sub-Saharan Africa (excluding high income),World Bank
Sudan,Sub-Saharan Africa (excluding high income),World Bank
Senegal,Sub-Saharan Africa (excluding high income),World Bank
Solomon Islands,East Asia & Pacific (excluding high income),World Bank
Sierra Leone,Sub-Saharan Africa (excluding high income),World Bank
El Salvador,Latin America & Caribbean (excluding high income),World Bank
Somalia,Sub-Saharan Africa (excluding high income),World Bank
Serbia,Europe & Central Asia (excluding high income),World Bank
South Sudan,Sub-Saharan Africa (excluding high income),World Bank
São Tomé & Príncipe,Sub-Saharan Africa (excluding high income),World Bank
Suriname,Latin America & Caribbean (excluding high income),World Bank
Eswatini,Sub-Saharan Africa (excluding high income),World Bank
Syria,Middle East & North Africa (excluding high income),World Bank
Chad,Sub-Saharan Africa (excluding high income),World Bank
Togo,Sub-Saharan Africa (excluding high income),World Bank
Thailand,East Asia & Pacific (excluding high income),World Bank
Tajikistan,Europe & Central Asia (excluding high income),World Bank
Turkmenistan,Europe & Central Asia (excluding high income),World Bank
Timor-Leste,East Asia & Pacific (excluding high income),World Bank
Tonga,East Asia & Pacific (excluding high income),World Bank
Tunisia,Middle East & North Africa (excluding high income),World Bank
Turkey,Europe & Central Asia (excluding high income),World Bank
Tuvalu,East Asia & Pacific (excluding high income),World Bank
Tanzania,Sub-Saharan Africa (excluding high income),World Bank
Uganda,Sub-Saharan Africa (excluding high income),World Bank
Ukraine,Europe & Central Asia (excluding high income),World Bank
Uzbekistan,Europe & Central Asia (excluding high income),World Bank
St. Vincent & Grenadines,Latin America & Caribbean (excluding high income),World Bank
Vietnam,East Asia & Pacific (excluding high income),World Bank
Vanuatu,East Asia & Pacific (excluding high income),World Bank
Samoa,East Asia & Pacific (excluding high income),World Bank
Kosovo,Europe & Central Asia (excluding high income),World Bank
Yemen,Middle East & North Africa (excluding high income),World Bank
South Africa,Sub-Saharan Africa (excluding high income),World Bank
Zambia,Sub-Saharan Africa (excluding high income),World Bank
Zimbabwe,Sub-Saharan Africa (excluding high income),World Bank
Afghanistan,Low & middle income,World Bank
Angola,Low & middle income,World Bank
Albania,Low & middle income,World Bank
Argentina,Low & middle income,World Bank
Armenia,Low & middle income,World Bank
American Samoa,Low & middle income,World Bank
Azerbaijan,Low & middle income,World Bank
Burundi,Low & middle income,World Bank
Benin,Low & middle income,World Bank
Burkina Faso,Low & middle income,World Bank
Bangladesh,Low & middle income,World Bank
Bulgaria,Low & middle income,World Bank
Bosnia & Herzegovina,Low & middle income,World Bank
Belarus,Low & middle income,World Bank
Belize,Low & middle income,World Bank
Bolivia,Low & middle income,World Bank
Brazil,Low & middle income,World Bank
Bhutan,Low & middle income,World Bank
Botswana,Low & middle income,World Bank
Central African Republic,Low & middle income,World Bank
China,Low & middle income,World Bank
Côte d’Ivoire,Low & middle income,World Bank
Cameroon,Low & middle income,World Bank
Congo - Kinshasa,Low & middle income,World Bank
Congo - Brazzaville,Low & middle income,World Bank
Colombia,Low & middle income,World Bank
Comoros,Low & middle income,World Bank
Cape Verde,Low & middle income,World Bank
Costa Rica,Low & middle income,World Bank
Cuba,Low & middle income,World Bank
Djibouti,Low & middle income,World Bank
Dominica,Low & middle income,World Bank
Dominican Republic,Low & middle income,World Bank
Algeria,Low & middle income,World Bank
Ecuador,Low & middle income,World Bank
Egypt,Low & middle income,World Bank
Eritrea,Low & middle income,World Bank
Ethiopia,Low & middle income,World Bank
Fiji,Low & middle income,World Bank
Micronesia (Federated States of),Low & middle income,World Bank
Gabon,Low & middle income,World Bank
Georgia,Low & middle income,World Bank
Ghana,Low & middle income,World Bank
Guinea,Low & middle income,World Bank
Gambia,Low & middle income,World Bank
Guinea-Bissau,Low & middle income,World Bank
Equatorial Guinea,Low & middle income,World Bank
Grenada,Low & middle income,World Bank
Guatemala,Low & middle income,World Bank
Guyana,Low & middle income,World Bank
Honduras,Low & middle income,World Bank
Haiti,Low & middle income,World Bank
Indonesia,Low & middle income,World Bank
India,Low & middle income,World Bank
Iran,Low & middle income,World Bank
Iraq,Low & middle income,World Bank
Jamaica,Low & middle income,World Bank
Jordan,Low & middle income,World Bank
Kazakhstan,Low & middle income,World Bank
Kenya,Low & middle income,World Bank
Kyrgyzstan,Low & middle income,World Bank
Cambodia,Low & middle income,World Bank
Kiribati,Low & middle income,World Bank
Laos,Low & middle income,World Bank
Lebanon,Low & middle income,World Bank
Liberia,Low & middle income,World Bank
Libya,Low & middle income,World Bank
St. Lucia,Low & middle income,World Bank
Sri Lanka,Low & middle income,World Bank
Lesotho,Low & middle income,World Bank
Morocco,Low & middle income,World Bank
Moldova,Low & middle income,World Bank
Madagascar,Low & middle income,World Bank
Maldives,Low & middle income,World Bank
Mexico,Low & middle income,World Bank
Marshall Islands,Low & middle income,World Bank
North Macedonia,Low & middle income,World Bank
Mali,Low & middle income,World Bank
Myanmar (Burma),Low & middle income,World Bank
Montenegro,Low & middle income,World Bank
Mongolia,Low & middle income,World Bank
Mozambique,Low & middle income,World Bank
Mauritania,Low & middle income,World Bank
Mauritius,Low & middle income,World Bank
Malawi,Low & middle income,World Bank
Malaysia,Low & middle income,World Bank
Namibia,Low & middle income,World Bank
Niger,Low & middle income,World Bank
Nigeria,Low & middle income,World Bank
Nicaragua,Low & middle income,World Bank
Nepal,Low & middle income,World Bank
Pakistan,Low & middle income,World Bank
Panama,Low & middle income,World Bank
Peru,Low & middle income,World Bank
Philippines,Low & middle income,World Bank
Papua New Guinea,Low & middle income,World Bank
North Korea,Low & middle income,World Bank
Paraguay,Low & middle income,World Bank
Palestinian Territories,Low & middle income,World Bank
Romania,Low & middle income,World Bank
Russia,Low & middle income,World Bank
Rwanda,Low & middle income,World Bank
Sudan,Low & middle income,World Bank
Senegal,Low & middle income,World Bank
Solomon Islands,Low & middle income,World Bank
Sierra Leone,Low & middle income,World Bank
El Salvador,Low & middle income,World Bank
Somalia,Low & middle income,World Bank
Serbia,Low & middle income,World Bank
South Sudan,Low & middle income,World Bank
São Tomé & Príncipe,Low & middle income,World Bank
Suriname,Low & middle income,World Bank
Eswatini,Low & middle income,World Bank
Syria,Low & middle income,World Bank
Chad,Low & middle income,World Bank
Togo,Low & middle income,World Bank
Thailand,Low & middle income,World Bank
Tajikistan,Low & middle income,World Bank
Turkmenistan,Low & middle income,World Bank
Timor-Leste,Low & middle income,World Bank
Tonga,Low & middle income,World Bank
Tunisia,Low & middle income,World Bank
Turkey,Low & middle income,World Bank
Tuvalu,Low & middle income,World Bank
Tanzania,Low & middle income,World Bank
Uganda,Low & middle income,World Bank
Ukraine,Low & middle income,World Bank
Uzbekistan,Low & middle income,World Bank
St. Vincent & Grenadines,Low & middle income,World Bank
Vietnam,Low & middle income,World Bank
Vanuatu,Low & middle income,World Bank
Samoa,Low & middle income,World Bank
Kosovo,Low & middle income,World Bank
Yemen,Low & middle income,World Bank
South Africa,Low & middle income,World Bank
Zambia,Low & middle income,World Bank
Zimbabwe,Low & middle income,World Bank
Angola,Middle income,World Bank
Albania,Middle income,World Bank
Argentina,Middle income,World Bank
Armenia,Middle income,World Bank
American Samoa,Middle income,World Bank
Azerbaijan,Middle income,World Bank
Benin,Middle income,World Bank
Bangladesh,Middle income,World Bank
Bulgaria,Middle income,World Bank
Bosnia & Herzegovina,Middle income,World Bank
Belarus,Middle income,World Bank
Belize,Middle income,World Bank
Bolivia,Middle income,World Bank
Brazil,Middle income,World Bank
Bhutan,Middle income,World Bank
Botswana,Middle income,World Bank
China,Middle income,World Bank
Côte d’Ivoire,Middle income,World Bank
Cameroon,Middle income,World Bank
Congo - Brazzaville,Middle income,World Bank
Colombia,Middle income,World Bank
Comoros,Middle income,World Bank
Cape Verde,Middle income,World Bank
Costa Rica,Middle income,World Bank
Cuba,Middle income,World Bank
Djibouti,Middle income,World Bank
Dominica,Middle income,World Bank
Dominican Republic,Middle income,World Bank
Algeria,Middle income,World Bank
Ecuador,Middle income,World Bank
Egypt,Middle income,World Bank
Fiji,Middle income,World Bank
Micronesia (Federated States of),Middle income,World Bank
Gabon,Middle income,World Bank
Georgia,Middle income,World Bank
Ghana,Middle income,World Bank
Equatorial Guinea,Middle income,World Bank
Grenada,Middle income,World Bank
Guatemala,Middle income,World Bank
Guyana,Middle income,World Bank
Honduras,Middle income,World Bank
Haiti,Middle income,World Bank
Indonesia,Middle income,World Bank
India,Middle income,World Bank
Iran,Middle income,World Bank
Iraq,Middle income,World Bank
Jamaica,Middle income,World Bank
Jordan,Middle income,World Bank
Kazakhstan,Middle income,World Bank
Kenya,Middle income,World Bank
Kyrgyzstan,Middle income,World Bank
Cambodia,Middle income,World Bank
Kiribati,Middle income,World Bank
Laos,Middle income,World Bank
Lebanon,Middle income,World Bank
Libya,Middle income,World Bank
St. Lucia,Middle income,World Bank
Sri Lanka,Middle income,World Bank
Lesotho,Middle income,World Bank
Morocco,Middle income,World Bank
Moldova,Middle income,World Bank
Maldives,Middle income,World Bank
Mexico,Middle income,World Bank
Marshall Islands,Middle income,World Bank
North Macedonia,Middle income,World Bank
Myanmar (Burma),Middle income,World Bank
Montenegro,Middle income,World Bank
Mongolia,Middle income,World Bank
Mauritania,Middle income,World Bank
Mauritius,Middle income,World Bank
Malaysia,Middle income,World Bank
Namibia,Middle income,World Bank
Nigeria,Middle income,World Bank
Nicaragua,Middle income,World Bank
Nepal,Middle income,World Bank
Pakistan,Middle income,World Bank
Panama,Middle income,World Bank
Peru,Middle income,World Bank
Philippines,Middle income,World Bank
Papua New Guinea,Middle income,World Bank
Paraguay,Middle income,World Bank
Palestinian Territories,Middle income,World Bank
Romania,Middle income,World Bank
Russia,Middle income,World Bank
Senegal,Middle income,World Bank
Solomon Islands,Middle income,World Bank
El Salvador,Middle income,World Bank
Serbia,Middle income,World Bank
São Tomé & Príncipe,Middle income,World Bank
Suriname,Middle income,World Bank
Eswatini,Middle income,World Bank
Thailand,Middle income,World Bank
Tajikistan,Middle income,World Bank
Turkmenistan,Middle income,World Bank
Timor-Leste,Middle income,World Bank
Tonga,Middle income,World Bank
Tunisia,Middle income,World Bank
Turkey,Middle income,World Bank
Tuvalu,Middle income,World Bank
Tanzania,Middle income,World Bank
Ukraine,Middle income,World Bank
Uzbekistan,Middle income,World Bank
St. Vincent & Grenadines,Middle income,World Bank
Vietnam,Middle income,World Bank
Vanuatu,Middle income,World Bank
Samoa,Middle income,World Bank
Kosovo,Middle income,World Bank
South Africa,Middle income,World Bank
Zambia,Middle income,World Bank
Zimbabwe,Middle income,World Bank
Angola,Africa Eastern and Southern,World Bank
Burundi,Africa Eastern and Southern,World Bank
Botswana,Africa Eastern and Southern,World Bank
Congo - Kinshasa,Africa Eastern and Southern,World Bank
Comoros,Africa Eastern and Southern,World Bank
Eritrea,Africa Eastern and Southern,World Bank
Ethiopia,Africa Eastern and Southern,World Bank
Kenya,Africa Eastern and Southern,World Bank
Lesotho,Africa Eastern and Southern,World Bank
Madagascar,Africa Eastern and Southern,World Bank
Mozambique,Africa Eastern and Southern,World Bank
Mauritius,Africa Eastern and Southern,World Bank
Malawi,Africa Eastern and Southern,World Bank
Namibia,Africa Eastern and Southern,World Bank
Rwanda,Africa Eastern and Southern,World Bank
Sudan,Africa Eastern and Southern,World Bank
Somalia,Africa Eastern and Southern,World Bank
South Sudan,Africa Eastern and Southern,World Bank
São Tomé & Príncipe,Africa Eastern and Southern,World Bank
Eswatini,Africa Eastern and Southern,World Bank
Seychelles,Africa Eastern and Southern,World Bank
Tanzania,Africa Eastern and Southern,World Bank
Uganda,Africa Eastern and Southern,World Bank
South Africa,Africa Eastern and Southern,World Bank
Zambia,Africa Eastern and Southern,World Bank
Zimbabwe,Africa Eastern and Southern,World Bank
Benin,Africa Western and Central,World Bank
Burkina Faso,Africa Western and Central,World Bank
Central African Republic,Africa Western and Central,World Bank
Côte d’Ivoire,Africa Western and Central,World Bank
Cameroon,Africa Western and Central,World Bank
Congo - Brazzaville,Africa Western and Central,World Bank
Cape Verde,Africa Western and Central,World Bank
Gabon,Africa Western and Central,World Bank
Ghana,Africa Western and Central,World Bank
Guinea,Africa Western and Central,World Bank
Gambia,Africa Western and Central,World Bank
Guinea-Bissau,Africa Western and Central,World Bank
Equatorial Guinea,Africa Western and Central,World Bank
Liberia,Africa Western and Central,World Bank
Mali,Africa Western and Central,World Bank
Mauritania,Africa Western and Central,World Bank
Niger,Africa Western and Central,World Bank
Nigeria,Africa Western and Central,World Bank
Senegal,Africa Western and Central,World Bank
Sierra Leone,Africa Western and Central,World Bank
Chad,Africa Western and Central,World Bank
Togo,Africa Western and Central,World Bank
Afghanistan,Fragile and conflict affected situations,World Bank
Armenia,Fragile and conflict affected situations,World Bank
Azerbaijan,Fragile and conflict affected situations,World Bank
Burundi,Fragile and conflict affected situations,World Bank
Burkina Faso,Fragile and conflict affected situations,World Bank
Central African Republic,Fragile and conflict affected situations,World Bank
Cameroon,Fragile and conflict affected situations,World Bank
Congo - Kinshasa,Fragile and conflict affected situations,World Bank
Congo - Brazzaville,Fragile and conflict affected situations,World Bank
Comoros,Fragile and conflict affected situations,World Bank
Eritrea,Fragile and conflict affected situations,World Bank
Ethiopia,Fragile and conflict affected situations,World Bank
Micronesia (Federated States of),Fragile and conflict affected situations,World Bank
Guinea-Bissau,Fragile and conflict affected situations,World Bank
Haiti,Fragile and conflict affected situations,World Bank
Iraq,Fragile and conflict affected situations,World Bank
Kiribati,Fragile and conflict affected situations,World Bank
Lebanon,Fragile and conflict affected situations,World Bank
Libya,Fragile and conflict affected situations,World Bank
Marshall Islands,Fragile and conflict affected situations,World Bank
Mali,Fragile and conflict affected situations,World Bank
Myanmar (Burma),Fragile and conflict affected situations,World Bank
Mozambique,Fragile and conflict affected situations,World Bank
Niger,Fragile and conflict affected situations,World Bank
Nigeria,Fragile and conflict affected situations,World Bank
Papua New Guinea,Fragile and conflict affected situations,World Bank
Palestinian Territories,Fragile and conflict affected situations,World Bank
Sudan,Fragile and conflict affected situations,World Bank
Solomon Islands,Fragile and conflict affected situations,World Bank
Somalia,Fragile and conflict affected situations,World Bank
South Sudan,Fragile and conflict affected situations,World Bank
Syria,Fragile and conflict affected situations,World Bank
Chad,Fragile and conflict affected situations,World Bank
Timor-Leste,Fragile and conflict affected situations,World Bank
Tuvalu,Fragile and conflict affected situations,World Bank
Venezuela,Fragile and conflict affected situations,World Bank
Kosovo,Fragile and conflict affected situations,World Bank
Yemen,Fragile and conflict affected situations,World Bank
Zimbabwe,Fragile and conflict affected situations,World Bank
Australia,OECD members,World Bank
Austria,OECD members,World Bank
Belgium,OECD members,World Bank
Canada,OECD members,World Bank
Switzerland,OECD members,World Bank
Chile,OECD members,World Bank
Colombia,OECD members,World Bank
Costa Rica,OECD members,World Bank
Czechia,OECD members,World Bank
Germany,OECD members,World Bank
Denmark,OECD members,World Bank
Spain,OECD members,World Bank
Estonia,OECD members,World Bank
Finland,OECD members,World Bank
France,OECD members,World Bank
United Kingdom,OECD members,World Bank
Greece,OECD members,World Bank
Hungary,OECD members,World Bank
Ireland,OECD members,World Bank
Iceland,OECD members,World Bank
Israel,OECD members,World Bank
Italy,OECD members,World Bank
Japan,OECD members,World Bank
South Korea,OECD members,World Bank
Lithuania,OECD members,World Bank
Luxembourg,OECD members,World Bank
Latvia,OECD members,World Bank
Mexico,OECD members,World Bank
Netherlands,OECD members,World Bank
Norway,OECD members,World Bank
New Zealand,OECD members,World Bank
Poland,OECD members,World Bank
Portugal,OECD members,World Bank
Slovakia,OECD members,World Bank
Slovenia,OECD members,World Bank
Sweden,OECD members,World Bank
Turkey,OECD members,World Bank
United States,OECD members,World Bank
